Mod:Item:MetaData, Localized Name
tconstruct:sign_head:0, Tar Sign Plate
tconstruct:sign_head:0, Dragon Bone Sign Plate
tconstruct:sign_head:0, Desert Myrmex Chitin Sign Plate
tconstruct:sign_head:0, Jungle Myrmex Chitin Sign Plate
tconstruct:sign_head:0, Fire Dragonsteel Sign Plate
tconstruct:sign_head:0, Ice Dragonsteel Sign Plate
tconstruct:sign_head:0, Alumite Sign Plate
tconstruct:sign_head:0, Nickel Sign Plate
tconstruct:sign_head:0, Invar Sign Plate
tconstruct:sign_head:0, Iridium Sign Plate
tconstruct:sign_head:0, Sapphire Sign Plate
tconstruct:sign_head:0, Ruby Sign Plate
tconstruct:sign_head:0, Peridot Sign Plate
tconstruct:sign_head:0, Malachite Sign Plate
tconstruct:sign_head:0, Amber Sign Plate
tconstruct:sign_head:0, Topaz Sign Plate
tconstruct:sign_head:0, Tanzanite Sign Plate
tconstruct:sign_head:0, Amethyst Sign Plate
tconstruct:sign_head:0, Certus Quartz Sign Plate
tconstruct:sign_head:0, Fluix Crystal Sign Plate
tconstruct:sign_head:0, Thaumium Sign Plate
tconstruct:sign_head:0, Cheese Sign Plate
tconstruct:sign_head:0, Treated Wood Sign Plate
tconstruct:sign_head:0, Constantan Sign Plate
tconstruct:sign_head:0, Mirion Sign Plate
tconstruct:sign_head:0, Livingwood Sign Plate
tconstruct:sign_head:0, Manasteel Sign Plate
tconstruct:sign_head:0, Elementium Sign Plate
tconstruct:sign_head:0, Terrasteel Sign Plate
tconstruct:sign_head:0, Emerald Sign Plate
tconstruct:tool_rod:0, Electrical Tool Rod
tconstruct:tool_rod:0, Energetic Tool Rod
tconstruct:tool_rod:0, Vibrant Tool Rod
tconstruct:tool_rod:0, Red Tool Rod
tconstruct:tool_rod:0, Conductive Tool Rod
tconstruct:tool_rod:0, Pulsating Tool Rod
tconstruct:tool_rod:0, Dark Tool Rod
tconstruct:tool_rod:0, Souled Tool Rod
tconstruct:tool_rod:0, Tool Rod of the End
tconstruct:tool_rod:0, Fake-Iron Tool Rod
tconstruct:tool_rod:0, Steeleaf Tool Rod
tconstruct:tool_rod:0, Fiery Tool Rod
tconstruct:tool_rod:0, Knightly Tool Rod
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Ancient Metal Tool Rod
tconstruct:tool_rod:0, Tar Tool Rod
tconstruct:tool_rod:0, Dragon Bone Tool Rod
tconstruct:tool_rod:0, Desert Myrmex Chitin Tool Rod
tconstruct:tool_rod:0, Jungle Myrmex Chitin Tool Rod
tconstruct:tool_rod:0, Fire Dragonsteel Tool Rod
tconstruct:tool_rod:0, Ice Dragonsteel Tool Rod
tconstruct:tool_rod:0, Alumite Tool Rod
tconstruct:tool_rod:0, Nickel Tool Rod
tconstruct:tool_rod:0, Invar Tool Rod
tconstruct:tool_rod:0, Iridium Tool Rod
tconstruct:tool_rod:0, Sapphire Tool Rod
tconstruct:tool_rod:0, Ruby Tool Rod
tconstruct:tool_rod:0, Peridot Tool Rod
tconstruct:tool_rod:0, Malachite Tool Rod
tconstruct:tool_rod:0, Amber Tool Rod
tconstruct:tool_rod:0, Topaz Tool Rod
tconstruct:tool_rod:0, Tanzanite Tool Rod
tconstruct:tool_rod:0, Amethyst Tool Rod
tconstruct:tool_rod:0, Certus Quartz Tool Rod
tconstruct:tool_rod:0, Fluix Crystal Tool Rod
tconstruct:tool_rod:0, Thaumium Tool Rod
tconstruct:tool_rod:0, Cheese Tool Rod
tconstruct:tool_rod:0, Treated Wood Tool Rod
tconstruct:tool_rod:0, Constantan Tool Rod
tconstruct:tool_rod:0, Mirion Tool Rod
tconstruct:tool_rod:0, Livingwood Tool Rod
tconstruct:tool_rod:0, Manasteel Tool Rod
tconstruct:tool_rod:0, Elementium Tool Rod
tconstruct:tool_rod:0, Terrasteel Tool Rod
tconstruct:tool_rod:0, Emerald Tool Rod
tconstruct:tough_tool_rod:0, Electrical Tough Tool Rod
tconstruct:tough_tool_rod:0, Energetic Tough Tool Rod
tconstruct:tough_tool_rod:0, Vibrant Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Tough Tool Rod
tconstruct:tough_tool_rod:0, Conductive Tough Tool Rod
tconstruct:tough_tool_rod:0, Pulsating Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Tough Tool Rod
tconstruct:tough_tool_rod:0, Souled Tough Tool Rod
tconstruct:tough_tool_rod:0, Tough Tool Rod of the End
tconstruct:tough_tool_rod:0, Fake-Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Steeleaf Tough Tool Rod
tconstruct:tough_tool_rod:0, Fiery Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightly Tough Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Ancient Metal Tough Tool Rod
tconstruct:tough_tool_rod:0, Tar Tough Tool Rod
tconstruct:tough_tool_rod:0, Dragon Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Desert Myrmex Chitin Tough Tool Rod
tconstruct:tough_tool_rod:0, Jungle Myrmex Chitin Tough Tool Rod
tconstruct:tough_tool_rod:0, Fire Dragonsteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Ice Dragonsteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Alumite Tough Tool Rod
tconstruct:tough_tool_rod:0, Nickel Tough Tool Rod
tconstruct:tough_tool_rod:0, Invar Tough Tool Rod
tconstruct:tough_tool_rod:0, Iridium Tough Tool Rod
tconstruct:tough_tool_rod:0, Sapphire Tough Tool Rod
tconstruct:tough_tool_rod:0, Ruby Tough Tool Rod
tconstruct:tough_tool_rod:0, Peridot Tough Tool Rod
tconstruct:tough_tool_rod:0, Malachite Tough Tool Rod
tconstruct:tough_tool_rod:0, Amber Tough Tool Rod
tconstruct:tough_tool_rod:0, Topaz Tough Tool Rod
tconstruct:tough_tool_rod:0, Tanzanite Tough Tool Rod
tconstruct:tough_tool_rod:0, Amethyst Tough Tool Rod
tconstruct:tough_tool_rod:0, Certus Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluix Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Thaumium Tough Tool Rod
tconstruct:tough_tool_rod:0, Cheese Tough Tool Rod
tconstruct:tough_tool_rod:0, Treated Wood Tough Tool Rod
tconstruct:tough_tool_rod:0, Constantan Tough Tool Rod
tconstruct:tough_tool_rod:0, Mirion Tough Tool Rod
tconstruct:tough_tool_rod:0, Livingwood Tough Tool Rod
tconstruct:tough_tool_rod:0, Manasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Elementium Tough Tool Rod
tconstruct:tough_tool_rod:0, Terrasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Emerald Tough Tool Rod
tconstruct:binding:0, Electrical Binding
tconstruct:binding:0, Energetic Binding
tconstruct:binding:0, Vibrant Binding
tconstruct:binding:0, Red Binding
tconstruct:binding:0, Conductive Binding
tconstruct:binding:0, Pulsating Binding
tconstruct:binding:0, Dark Binding
tconstruct:binding:0, Souled Binding
tconstruct:binding:0, Binding of the End
tconstruct:binding:0, Fake-Iron Binding
tconstruct:binding:0, Steeleaf Binding
tconstruct:binding:0, Fiery Binding
tconstruct:binding:0, Knightly Binding
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Ancient Metal Binding
tconstruct:binding:0, Tar Binding
tconstruct:binding:0, Dragon Bone Binding
tconstruct:binding:0, Desert Myrmex Chitin Binding
tconstruct:binding:0, Jungle Myrmex Chitin Binding
tconstruct:binding:0, Fire Dragonsteel Binding
tconstruct:binding:0, Ice Dragonsteel Binding
tconstruct:binding:0, Alumite Binding
tconstruct:binding:0, Nickel Binding
tconstruct:binding:0, Invar Binding
tconstruct:binding:0, Iridium Binding
tconstruct:binding:0, Sapphire Binding
tconstruct:binding:0, Ruby Binding
tconstruct:binding:0, Peridot Binding
tconstruct:binding:0, Malachite Binding
tconstruct:binding:0, Amber Binding
tconstruct:binding:0, Topaz Binding
tconstruct:binding:0, Tanzanite Binding
tconstruct:binding:0, Amethyst Binding
tconstruct:binding:0, Certus Quartz Binding
tconstruct:binding:0, Fluix Crystal Binding
tconstruct:binding:0, Thaumium Binding
tconstruct:binding:0, Cheese Binding
tconstruct:binding:0, Treated Wood Binding
tconstruct:binding:0, Constantan Binding
tconstruct:binding:0, Mirion Binding
tconstruct:binding:0, Livingwood Binding
tconstruct:binding:0, Manasteel Binding
tconstruct:binding:0, Elementium Binding
tconstruct:binding:0, Terrasteel Binding
tconstruct:binding:0, Emerald Binding
tconstruct:tough_binding:0, Electrical Tough Binding
tconstruct:tough_binding:0, Energetic Tough Binding
tconstruct:tough_binding:0, Vibrant Tough Binding
tconstruct:tough_binding:0, Red Tough Binding
tconstruct:tough_binding:0, Conductive Tough Binding
tconstruct:tough_binding:0, Pulsating Tough Binding
tconstruct:tough_binding:0, Dark Tough Binding
tconstruct:tough_binding:0, Souled Tough Binding
tconstruct:tough_binding:0, Tough Binding of the End
tconstruct:tough_binding:0, Fake-Iron Tough Binding
tconstruct:tough_binding:0, Steeleaf Tough Binding
tconstruct:tough_binding:0, Fiery Tough Binding
tconstruct:tough_binding:0, Knightly Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Ancient Metal Tough Binding
tconstruct:tough_binding:0, Tar Tough Binding
tconstruct:tough_binding:0, Dragon Bone Tough Binding
tconstruct:tough_binding:0, Desert Myrmex Chitin Tough Binding
tconstruct:tough_binding:0, Jungle Myrmex Chitin Tough Binding
tconstruct:tough_binding:0, Fire Dragonsteel Tough Binding
tconstruct:tough_binding:0, Ice Dragonsteel Tough Binding
tconstruct:tough_binding:0, Alumite Tough Binding
tconstruct:tough_binding:0, Nickel Tough Binding
tconstruct:tough_binding:0, Invar Tough Binding
tconstruct:tough_binding:0, Iridium Tough Binding
tconstruct:tough_binding:0, Sapphire Tough Binding
tconstruct:tough_binding:0, Ruby Tough Binding
tconstruct:tough_binding:0, Peridot Tough Binding
tconstruct:tough_binding:0, Malachite Tough Binding
tconstruct:tough_binding:0, Amber Tough Binding
tconstruct:tough_binding:0, Topaz Tough Binding
tconstruct:tough_binding:0, Tanzanite Tough Binding
tconstruct:tough_binding:0, Amethyst Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Fluix Crystal Tough Binding
tconstruct:tough_binding:0, Thaumium Tough Binding
tconstruct:tough_binding:0, Cheese Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:tough_binding:0, Mirion Tough Binding
tconstruct:tough_binding:0, Livingwood Tough Binding
tconstruct:tough_binding:0, Manasteel Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Terrasteel Tough Binding
tconstruct:tough_binding:0, Emerald Tough Binding
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Fake-Iron Wide Guard
tconstruct:wide_guard:0, Steeleaf Wide Guard
tconstruct:wide_guard:0, Fiery Wide Guard
tconstruct:wide_guard:0, Knightly Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Ancient Metal Wide Guard
tconstruct:wide_guard:0, Tar Wide Guard
tconstruct:wide_guard:0, Dragon Bone Wide Guard
tconstruct:wide_guard:0, Desert Myrmex Chitin Wide Guard
tconstruct:wide_guard:0, Jungle Myrmex Chitin Wide Guard
tconstruct:wide_guard:0, Fire Dragonsteel Wide Guard
tconstruct:wide_guard:0, Ice Dragonsteel Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Malachite Wide Guard
tconstruct:wide_guard:0, Amber Wide Guard
tconstruct:wide_guard:0, Topaz Wide Guard
tconstruct:wide_guard:0, Tanzanite Wide Guard
tconstruct:wide_guard:0, Amethyst Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:wide_guard:0, Thaumium Wide Guard
tconstruct:wide_guard:0, Cheese Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Mirion Wide Guard
tconstruct:wide_guard:0, Livingwood Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Steeleaf Hand Guard
tconstruct:hand_guard:0, Fiery Hand Guard
tconstruct:hand_guard:0, Knightly Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Ancient Metal Hand Guard
tconstruct:hand_guard:0, Tar Hand Guard
tconstruct:hand_guard:0, Dragon Bone Hand Guard
tconstruct:hand_guard:0, Desert Myrmex Chitin Hand Guard
tconstruct:hand_guard:0, Jungle Myrmex Chitin Hand Guard
tconstruct:hand_guard:0, Fire Dragonsteel Hand Guard
tconstruct:hand_guard:0, Ice Dragonsteel Hand Guard
tconstruct:hand_guard:0, Alumite Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Malachite Hand Guard
tconstruct:hand_guard:0, Amber Hand Guard
tconstruct:hand_guard:0, Topaz Hand Guard
tconstruct:hand_guard:0, Tanzanite Hand Guard
tconstruct:hand_guard:0, Amethyst Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:hand_guard:0, Thaumium Hand Guard
tconstruct:hand_guard:0, Cheese Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Mirion Hand Guard
tconstruct:hand_guard:0, Livingwood Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Steeleaf Cross Guard
tconstruct:cross_guard:0, Fiery Cross Guard
tconstruct:cross_guard:0, Knightly Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Ancient Metal Cross Guard
tconstruct:cross_guard:0, Tar Cross Guard
tconstruct:cross_guard:0, Dragon Bone Cross Guard
tconstruct:cross_guard:0, Desert Myrmex Chitin Cross Guard
tconstruct:cross_guard:0, Jungle Myrmex Chitin Cross Guard
tconstruct:cross_guard:0, Fire Dragonsteel Cross Guard
tconstruct:cross_guard:0, Ice Dragonsteel Cross Guard
tconstruct:cross_guard:0, Alumite Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, Sapphire Cross Guard
tconstruct:cross_guard:0, Ruby Cross Guard
tconstruct:cross_guard:0, Peridot Cross Guard
tconstruct:cross_guard:0, Malachite Cross Guard
tconstruct:cross_guard:0, Amber Cross Guard
tconstruct:cross_guard:0, Topaz Cross Guard
tconstruct:cross_guard:0, Tanzanite Cross Guard
tconstruct:cross_guard:0, Amethyst Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Crystal Cross Guard
tconstruct:cross_guard:0, Thaumium Cross Guard
tconstruct:cross_guard:0, Cheese Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Mirion Cross Guard
tconstruct:cross_guard:0, Livingwood Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Emerald Cross Guard
tconstruct:large_plate:0, Electrical Large Plate
tconstruct:large_plate:0, Energetic Large Plate
tconstruct:large_plate:0, Vibrant Large Plate
tconstruct:large_plate:0, Red Large Plate
tconstruct:large_plate:0, Conductive Large Plate
tconstruct:large_plate:0, Pulsating Large Plate
tconstruct:large_plate:0, Dark Large Plate
tconstruct:large_plate:0, Souled Large Plate
tconstruct:large_plate:0, Large Plate of the End
tconstruct:large_plate:0, Fake-Iron Large Plate
tconstruct:large_plate:0, Naga Scale Large Plate
tconstruct:large_plate:0, Steeleaf Large Plate
tconstruct:large_plate:0, Fiery Large Plate
tconstruct:large_plate:0, Knightly Large Plate
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
